,Unnamed: 0,Unnamed: 0.1, Job,Date,Jobstatus,Location,Text,Title,Polarity Score,Neutral Score,Negative Score,Positive Score,Sentiment,Reviewclass,polarity,subjectivity,Review Length,Reviewclassif
1439,1439,11,Product Specialist/Sales,2014-03-03,Former Employee,"Van Nuys, CA",meeting new people walk the lot ready to help customers learned about the fiat product hardest part is trying to sell every customer the most enjoyable is seeing a happy customer leave satisfied,Great company,0.9286,0.618,0.029,0.354,Positive,1.0,0.43939393939393945,0.6757575757575758,194,Positive
1438,1438,10,Administrative Associate,2014-03-05,Current Employee,"Racine, WI",great company and wonderful people to work with great atmosphere,Performance Training Analyst,0.9169,0.37,0.0,0.63,Positive,1.0,0.8666666666666667,0.8333333333333334,64,Negative
1437,1437,9,Hourly production worker,2014-03-05,Current Employee,"Toledo, Oh",the job is pretty cool good money good people they try to get over and over work you if you let them,Management,0.8834,0.614,0.0,0.386,Positive,1.0,0.49999999999999994,0.7125,100,Negative
1436,1436,8,Warehouse Dispatcher,2014-03-09,Former Employee,"Warren, MI","all warehouse duties including shipping and receiving, stock keeping",productive,0.0,1.0,0.0,0.0,Neutral,0.0,0.0,0.0,68,Positive
1435,1435,7,Forklift Driver / Team Lead,2014-03-12,Former Employee,"Twinsburg, OH","working for this company was one of the best jobs i have ever had the pleasure to work for,great pay and benefits the atmosphere here was like a second family i spent alot of time here at work away from my family, the company was family oriented","exciting place to work,excellent pay and benefits",0.9118,0.73,0.026,0.243,Positive,1.0,0.3,0.13333333333333333,245,Positive
1434,1434,6,Assembly,2014-03-12,Current Employee,"Sterling Heights, MI","working in a automotive setting inspecting cars for defects before the car is painted and after management is not so great co-workers working conditions could be better, brings low morale to the production of vehicles its challenging for workers when they work hour work weeks and under extremely hot conditions the most enjoyable part is to see the finished product done the right way",Car Production,-0.3062,0.774,0.121,0.104,Positive,-1.0,0.4169642857142857,0.6294642857142857,385,Positive
1433,1433,5,Production/Assembly/Team Leader/Quality Control,2014-03-16,Former Employee,"Kokomo, IN","this is a good company to work for, but it does have problems due to attitudes of entitlement amongst employees",Chrysler provides a high paying job with security,-0.3818,0.756,0.158,0.087,Positive,-1.0,0.2875,0.48750000000000004,111,Positive
1432,1432,4,Line Operator,2014-03-19,Current Employee,"Belvidere, Illinois","-easy-going, but busy-process of building a assembly line vehicle from start to finish-mostly friendly, easy-going management-friend coworkers-most of the time on your feet with frequent bending, twisting, and lifting-socializing with coworkers during breaks and lunch","Busy Work, Typical Assembly Line",0.6486,0.885,0.0,0.115,Positive,1.0,0.2375,0.4,268,Positive
1431,1431,3,QA Tester Consultant,2014-03-19,Former Employee,"Detroit, MI",good place to work learned a lot co-workers were helpful,Productive,0.6908,0.551,0.0,0.449,Positive,1.0,0.7,0.6000000000000001,56,Positive
1430,1430,2,Automobile Assembler/Team Leader,2014-03-22,Former Employee,"Belvidere, IL",wages and benefits are great with room for growth the coworkers are great management is fair,Fun Place to work,0.9403,0.412,0.0,0.588,Positive,1.0,0.7666666666666666,0.7999999999999999,92,Positive
1429,1429,1,Engineering Technical Services Manager,2014-03-23,Current Employee,"Burr Ridge, IL","daily interaction between departments of: product engineering, integration, homologations, applications engineering, testing and quality to address open issues; have resulted in strong team working relationships and work ethicspleasure to work with colleagues with such a wide range of product knowledge and engineering expertise each day yielding in lessons learned on new items and processesglobal communications, effectively reporting and presenting integrity issues from north america have earned trust from colleagues in italy, france , china and switzerland",International Communications and Root Cause Problem Solving,0.9022,0.853,0.0,0.147,Positive,1.0,0.1528138528138528,0.48398268398268396,563,Positive
1427,1427,20,receiving associate then as maintence associate,2014-03-26,Former Employee,"Detroit, MI",learned machines from italy and germany also robots learning new things is fun,best job ever,0.5106,0.784,0.0,0.216,Positive,1.0,0.21818181818181817,0.32727272727272727,78,Positive
1426,1426,19,Vehicle Cost Engineer,2014-03-27,Former Employee,"Auburn Hills, MI",many great people and opportunities heresalary and benefits are excellentexpect overtime work,great company,0.8519,0.492,0.0,0.508,Positive,1.0,0.65,0.625,93,Negative
1425,1425,18,Float Assembler,2014-03-28,Current Employee,"Belvidere, IL",chrysler is a good place to work but not something that i am exited to do every day,.,0.2382,0.885,0.0,0.115,Positive,1.0,0.7,0.6000000000000001,83,Positive
1424,1424,17,Manufacturing Engineer,2014-03-29,Former Employee,"Detroit, MI","chrysler was a very supportive work place everyone had to be responsible for their duties which pleased most of us managers and co-workers were very supportive of each other, which helped in this very fast paced career",Very rewarding place to work-great engineering atmosphere,0.8476,0.759,0.0,0.241,Positive,1.0,0.3764285714285714,0.7435714285714285,218,Positive
1423,1423,16,material,2014-03-31,Current Employee,"Detroit, MI","start up very busy to the end some days good co-worker, management is around if you need them the hardest is to make sure the line don't go down the most enjoyable is when its time to go home",Exercise room,0.8122,0.811,0.0,0.189,Positive,1.0,0.36240740740740734,0.5446296296296297,191,Positive
1422,1422,15,Manufacturing Engineer,2014-03-31,Former Employee,"Kokomo, IN",chrysler provided me with many years' experience as an assembly process engineer,Great experience,0.0,1.0,0.0,0.0,Neutral,0.0,0.5,0.5,80,Positive
1421,1421,14,Team Leader/Job Setter,2014-03-31,Former Employee,"Kokomo, IN",typical factory work there is not much more to tell for those that have worked in the manufacturing industry,Typical manufacturing,0.0,1.0,0.0,0.0,Neutral,0.0,-0.20833333333333331,0.5,108,Positive
1420,1420,13,Manager of Governmental Affairs,2014-04-01,Former Employee,"Farmington Hills, MI","although they closed the regional office for fiat and laid off all their employees before merging with chrysler, they were, over-all a good company to work for",Solid company,0.4404,0.896,0.0,0.104,Positive,1.0,0.3,0.35000000000000003,159,Positive
1419,1419,12,Production Worker,2014-04-02,Current Employee,"Detroit, MI",i work on the line building quality vehicles atypical day at chrysler involves working hours my coworkers are nice and helpful the hardest part of the job is that it is physically demanding and standing on your feet for hours,Chrysler,0.5719,0.828,0.044,0.129,Positive,1.0,0.19999999999999998,0.4476190476190476,225,Positive
1418,1418,11,Team Leader,2014-04-03,Current Employee,"Warren, MI","hard labor, long hours, good pay and benefitsco worker make the environment nice most enjoyable part is meeting new people and the joy of knowing you make one of the top quality vehicles in the world",Production Ram 1500,0.9134,0.626,0.06,0.313,Positive,1.0,0.3771885521885522,0.532912457912458,199,Positive
1417,1417,10,Team Leader,2014-04-06,Former Employee,"Sterling Heights, MI",working for chrysler was quite the experience i learned a massive information on cars and unions i was thoroughly impressed with most of chrysler's operation,Productive,0.5256,0.861,0.0,0.139,Positive,1.0,0.5,0.8333333333333334,157,Positive
1416,1416,9,Inventory Control Specialist,2014-04-07,Former Employee,"Centerline, MI","you are multi-trained so if you need to replace someone, you will be well equiped to handle any job desription",Multiple things to do.,0.2732,0.9,0.0,0.1,Positive,1.0,0.0,0.0,110,Positive
1415,1415,8,Team Leader,2014-04-08,Former Employee,"Huntsville, AL",i looked forward to going to work everyday the pay was good and i worked with a lot of good people i enjoyed my job,Chrysler was a fun place to work,0.8271,0.618,0.051,0.331,Positive,1.0,0.425,0.625,115,Positive
1414,1414,7,Production Unit Leader,2014-04-09,Current Employee,"Perrysburg, OH","i run a number of manufacturing areas and the most challanging aspect of this job, is the manning of work areas due to high absenteeism multi tasking is a daily part of this position, due to man power issues and poor pm on the production line modules throughout the plantthe area managers are easy to work with, because they are trying to run quality parts / production as well, with the limited personnel and run time on the machinesthe supervisory staff works very well together, in trying to meet our common goals throughout the shift the hardest part of this job, is in dealing with the uaw and employees that do not put forth a consertive effort on the production lineworking with other supervisors and those employees that do come to work with a positive attitude, are team players and try to make a difference on a daily basis, are the better part of this job",Production Supervisor turnover is very high.,0.836,0.876,0.031,0.093,Positive,1.0,0.062441249226963515,0.39904607297464434,866,Positive
